id,display_name,description,works_count,cited_by_count,domain_id,domain_name,field_id,field_name,subfield_id,subfield_name,keywords,wikipedia
T14514,Medical Research and Practices,"This cluster of papers explores the preferred terminology for individuals accessing healthcare, particularly focusing on the terms 'patient', 'client', and 'consumer'. It delves into the ethical, legal, and societal implications of these labels, especially in the context of mental health services. The cluster also touches upon the evolving landscape of medical publishing and the role of health information management.",64686,47904,domains/4,Health Sciences,fields/36,Health Professions,subfields/3608,Medical Terminology,Patient; Client; Consumer; Healthcare; Terminology; Mental Health; Ethical Implications; Service User; Medical Publishing; Health Information Management,
T11192,Underwater Vehicles and Communication Systems,"This cluster of papers focuses on the research challenges, advancements, and applications in underwater acoustic sensor networks and communication. It covers topics such as propagation models, AUV navigation, localization techniques, energy-efficient routing, underwater gliders, autonomous underwater vehicles, and wireless sensor networks for oceanographic research.",64676,493292,domains/3,Physical Sciences,fields/22,Engineering,subfields/2212,Ocean Engineering,Underwater Acoustic Sensor Networks; Acoustic Communications; Underwater Gliders; Autonomous Underwater Vehicles; Localization Techniques; Wireless Sensor Networks; Channel Models; Energy-Efficient Routing; Underwater Robotics; Oceanographic Research,
T10587,Autophagy in Disease and Therapy,"This cluster of papers explores the role of autophagy in various diseases, including neurodegenerative diseases, cancer, and infections. It covers the molecular mechanisms, regulation, and therapeutic implications of autophagy, as well as its interactions with apoptosis, inflammation, and immunity.",64657,2496810,domains/4,Health Sciences,fields/27,Medicine,subfields/2713,Epidemiology,Autophagy; Disease; Cellular Self-Digestion; Mitophagy; Apoptosis; Lysosomal Biogenesis; Parkinson's Disease; Cancer; Inflammation; Immunity,
T11994,Human Resource Development and Performance Evaluation,"This cluster of papers focuses on the motivation and transfer of training in organizational settings, exploring factors influencing learning outcomes, workplace climate, and performance improvement. It encompasses research on employee development, organizational learning, and the effectiveness of training programs.",64639,610200,domains/2,Social Sciences,fields/32,Psychology,subfields/3202,Applied Psychology,Training Motivation; Training Transfer; Learning Outcomes; Organizational Learning; Employee Development; Meta-Analysis; Workplace Climate; Performance Improvement; Human Resource Development; Training Effectiveness,
T11748,Organophosphorus compounds synthesis,"This cluster of papers covers the chemistry, synthesis, and applications of phosphonates, with a focus on organophosphorus synthesis, enantioselective synthesis, biological activity, catalytic reactions, medicinal chemistry, asymmetric hydrophosphonylation, metal-catalyzed reactions, oxidative stress mechanisms, and aminophosphonic acids.",64575,429185,domains/3,Physical Sciences,fields/16,Chemistry,subfields/1605,Organic Chemistry,Phosphonate Chemistry; Organophosphorus Synthesis; Enantioselective Synthesis; Biological Activity; Catalytic Reactions; Medicinal Chemistry; Asymmetric Hydrophosphonylation; Metal-Catalyzed Reactions; Oxidative Stress Mechanisms; Aminophosphonic Acids,
T11511,Dyeing and Modifying Textile Fibers,"This cluster of papers explores recent advancements in textile dyeing techniques, materials, and processes. It covers a wide range of topics including the use of natural dyes, keratin-based biomaterials for biomedical applications, enzymatic processing of fibers, sustainable production methods, and the use of antimicrobial agents in textiles. The research also delves into the application of ionic liquids, eco-friendly dyeing processes, and the development of high-performance textiles.",64561,421462,domains/3,Physical Sciences,fields/22,Engineering,subfields/2215,Building and Construction,Textiles; Dyeing; Natural Dyes; Keratin; Antimicrobial; Biomedical Applications; Enzymatic Processing; Sustainable Production; Ionic Liquids; Fibers,
T11337,Tryptophan and brain disorders,"This cluster of papers explores the intricate relationship between the immune system and the brain, focusing on neuroinflammation, cytokine signaling, and the impact of immune activation on psychiatric disorders such as depression and schizophrenia. The role of tryptophan metabolism, oxidative stress, and maternal immune activation in influencing brain function and behavior is also a key area of investigation.",64554,1409609,domains/1,Life Sciences,fields/28,Neuroscience,subfields/2803,Biological Psychiatry,Neuroinflammation; Cytokines; Depression; Tryptophan Metabolism; Immune Activation; Schizophrenia; Oxidative Stress; Microglia; Maternal Immune Activation; Antidepressant Treatment,
T12987,Religion and Society in Latin America,"This cluster of papers explores the complex interplay between religion and politics, with a focus on Brazil and Latin America. It delves into topics such as the rise of Pentecostalism, conservative activism, gender ideology, secularization, and the influence of religious groups on public policy. The papers also examine the dynamics of religious diversity, the impact of religious beliefs on social issues, and the role of various religious institutions in shaping political landscapes.",64508,59779,domains/2,Social Sciences,fields/33,Social Sciences,subfields/3312,Sociology and Political Science,Religion; Politics; Brazil; Pentecostalism; Secularization; Conservatism; Gender Ideology; Public Sphere; Catholicism; Pluralism,
T10946,Radioactivity and Radon Measurements,"This cluster of papers explores the sources, effects, and health implications of ionizing radiation, with a focus on radon, depleted uranium, and natural radioactivity. It covers topics such as lung cancer risk, environmental impact, toxicity, exposure pathways, and the assessment of radiation hazards in various geological and industrial settings.",64483,571894,domains/4,Health Sciences,fields/36,Health Professions,subfields/3614,Radiological and Ultrasound Technology,Ionizing Radiation; Radon; Lung Cancer; Depleted Uranium; Radioactivity; Health Effects; Environmental Impact; Radionuclides; Toxicity; Exposure Pathways,
T13268,Photographic and Visual Arts,"This cluster of papers explores the cultural significance of photography and visual arts, delving into topics such as the societal representation, memory, identity, and historical documentation through artistic expression. It also examines the influence of photography on social perception and its role in media studies.",64472,23117,domains/2,Social Sciences,fields/12,Arts and Humanities,subfields/1209,Museology,Photography; Cultural History; Visual Arts; Societal Representation; Memory; Identity; Artistic Expression; Social Perception; Historical Documentation; Media Studies,
T10739,Electromagnetic Scattering and Analysis,"This cluster of papers focuses on the application of integral equation methods, such as the boundary element method and the fast multipole method, to solve electromagnetic scattering problems. The use of hierarchical matrices, characteristic basis functions, and domain decomposition methods is explored for efficient solution techniques. The papers also discuss surface integral equations, Maxwell's equations, and the method of moments in the context of electromagnetic scattering.",64460,629073,domains/3,Physical Sciences,fields/31,Physics and Astronomy,subfields/3107,"Atomic and Molecular Physics, and Optics",Integral Equation Methods; Electromagnetic Scattering; Boundary Element Method; Fast Multipole Method; Hierarchical Matrices; Characteristic Basis Functions; Domain Decomposition Method; Surface Integral Equations; Maxwell's Equations; Method of Moments,
T10284,Anaerobic Digestion and Biogas Production,"This cluster of papers focuses on the anaerobic digestion process and biogas production from organic waste, highlighting topics such as methane production, hydrogen generation, microbial communities, waste-to-energy conversion, and renewable energy sources. The research covers various aspects of anaerobic digestion technology, including inhibition factors, process optimization, microbial diversity, and potential applications in sustainable bioenergy production.",64404,1228614,domains/3,Physical Sciences,fields/22,Engineering,subfields/2215,Building and Construction,Anaerobic Digestion; Biogas Production; Methanogenic Archaea; Hydrogen Production; Waste-to-Energy; Microbial Community; Bioenergy; Fermentation; Waste Treatment; Renewable Energy,
T11437,Digital Platforms and Economics,"This cluster of papers focuses on the competition and dynamics within two-sided markets, with a particular emphasis on platform competition, network effects, ecosystem innovation, technology standards, and price discrimination. The research explores the impact of network externalities and digital business models on market strategies and innovation.",64387,608879,domains/2,Social Sciences,fields/14,"Business, Management and Accounting",subfields/1408,Strategy and Management,Two-Sided Markets; Platform Competition; Network Effects; Ecosystem Innovation; Market Dynamics; Technology Standards; Price Discrimination; Network Externalities; Digital Business Models; Innovation Strategies,
